ID,Fatal_nonfatal,Time_Season,Time_Weekend,Time_TOD,Flight_DE,Flight_DE_Phase,Flight_Conducted_Under,Pilot_Certificate,Pilot_Airplane Rating,Pilot_Other Aircraft Rating,Pilot_Instrument Rating,Pilot_Instructor Rating,Pilot_Flight_Hours_general,Pilot_Age_general,Pilot_Sex_Female,Pilot_Seat Occupied,Pilot_Restraint Used,Second_Pilot_Instructor,AC_Airworthiness_Normal,AC_Landing Gear_Skid,AC_Airframe_general,AC_Seats_general,AC_Max_Gross_Wt_general,AC_Rated Power_Horsepower_general,AC_Engine_MFR,MF_Wind Speed_knots_general,MF_Altimeter_general,MF_Precipitation and Obscuration,MF_Visibility_miles,MF_Temperature_general,Aircraft Fire
204,0,0,1,0,8,2,2,1,0,0,0,0,3,0,0,2,,1,1,1,5,2,4,3,2,2,0,0,2,3,0
205,0,0,0,0,3,2,1,0,2,1,0,2,4,1,0,1,,1,1,1,4,0,4,4,2,4,1,0,,5,0
206,0,0,0,1,4,2,3,0,2,1,0,2,5,3,,2,0,0,0,1,5,2,4,4,2,1,5,,2,2,0
207,1,0,1,0,3,2,0,1,0,0,0,1,3,1,,2,,1,1,1,1,1,2,3,0,2,5,0,2,3,1
208,0,0,1,0,6,2,4,1,0,0,1,1,3,4,,1,,1,1,1,4,1,3,3,0,1,1,0,2,2,0
209,0,0,0,1,4,2,5,1,2,0,0,1,4,3,,2,,1,1,1,1,3,5,5,2,,4,0,2,4,0
210,0,1,0,0,5,1,3,3,1,0,2,2,0,1,0,2,,2,1,1,3,0,0,1,0,3,3,0,2,2,0
211,0,1,0,0,6,2,1,0,0,0,0,2,5,3,0,2,,1,1,1,3,3,4,4,2,2,0,0,2,6,0
212,0,1,0,0,8,2,4,1,1,0,0,1,4,3,,1,0,0,1,1,1,1,2,3,0,3,1,0,2,4,0
213,0,1,0,0,4,2,0,0,1,0,2,2,3,2,,2,,1,1,1,,0,0,0,0,1,0,0,2,6,0
214,1,1,0,1,0,0,0,0,0,0,0,0,4,4,,2,,1,1,1,5,1,4,5,2,,0,1,0,3,1
215,0,1,1,1,5,3,3,0,1,0,0,2,5,5,,2,0,2,1,1,3,2,5,5,3,1,1,0,2,4,0
216,0,1,1,0,1,1,3,1,0,0,1,1,5,4,0,2,1,2,1,1,5,2,5,5,3,2,4,0,2,5,0
217,0,1,0,0,2,5,4,3,1,0,2,2,1,1,0,2,,1,1,1,3,0,1,1,0,0,1,0,2,5,0
218,1,1,0,0,5,2,2,0,1,0,0,2,4,2,,1,1,1,0,1,3,0,3,3,2,3,3,0,2,2,1
219,0,1,0,0,4,0,3,4,1,1,2,2,,3,0,1,,2,1,1,,1,1,1,0,,,,,,0
220,0,1,1,0,4,0,4,1,2,0,0,1,1,2,,1,,1,1,1,3,1,1,1,0,0,5,0,2,5,0
221,0,1,0,0,3,2,0,1,1,0,0,1,1,1,,2,0,1,0,1,2,2,4,4,2,3,0,0,2,2,0
222,0,1,0,0,4,2,0,1,2,0,0,1,3,2,,1,1,1,1,1,3,1,3,4,2,,1,0,2,5,0
223,0,1,0,0,8,2,0,1,0,0,0,1,4,4,,2,,1,1,1,,1,2,2,0,,,0,0,,0
224,0,1,0,0,5,2,3,4,1,1,2,2,0,1,,2,0,1,1,1,2,1,2,2,0,0,5,0,2,6,0
225,0,1,1,0,4,2,0,0,1,0,0,1,2,1,,1,0,1,0,1,3,0,1,2,1,2,0,0,2,5,0
226,0,1,1,0,2,2,1,0,2,0,2,2,5,5,,1,0,1,1,1,3,3,4,4,2,,5,0,2,5,0
227,0,1,0,0,4,2,4,0,1,0,2,2,1,1,,2,,1,1,1,4,2,4,5,3,,4,0,2,4,0
228,0,1,1,0,3,3,0,4,1,1,2,2,0,4,,,,1,1,1,,1,2,1,1,3,0,0,2,5,0
229,0,1,0,0,4,2,0,0,1,0,0,1,3,0,0,2,1,1,1,1,2,2,4,5,2,2,0,0,2,5,0
230,0,1,0,0,6,2,0,0,0,0,1,2,3,4,,1,1,1,1,1,2,1,1,1,0,,3,0,2,4,0
231,0,1,0,0,5,2,3,3,1,1,0,2,0,0,,2,,2,1,1,,0,0,0,0,,5,0,2,2,0
232,0,1,1,0,3,2,2,0,0,0,0,2,5,5,,2,,1,0,1,,1,3,3,0,3,2,0,2,5,0
233,0,1,1,0,5,1,0,0,1,0,0,2,5,4,,1,,2,1,1,,3,4,5,2,1,,0,2,,0
234,0,1,1,0,3,2,2,0,1,0,0,2,5,5,,2,,1,0,1,5,2,4,4,2,3,3,0,2,6,0
235,1,1,0,0,5,2,1,1,0,0,1,1,4,1,,1,3,1,0,1,5,3,5,5,0,1,5,0,2,3,0
236,0,1,0,0,5,2,3,0,1,0,0,1,4,2,1,1,,2,1,1,5,2,5,5,3,,0,,2,4,0
237,1,1,0,1,3,2,5,1,2,0,0,1,4,2,,2,1,2,0,1,3,3,5,5,1,2,1,0,2,6,0
238,0,1,0,0,5,1,4,1,1,0,2,1,1,1,0,1,,1,0,1,2,1,1,1,0,,2,0,2,6,0
239,0,1,0,0,1,0,4,3,2,0,2,2,3,3,,1,,1,1,1,2,1,1,1,0,,2,0,2,4,0
240,0,1,0,0,5,2,2,1,0,0,1,1,5,4,,0,1,1,0,1,2,0,3,3,0,2,3,0,2,3,0
241,0,1,1,0,6,2,3,3,2,0,2,2,0,4,,1,3,2,1,1,3,1,1,1,0,3,3,0,2,6,1
242,1,1,1,0,6,2,0,0,2,0,0,1,4,1,,1,0,1,1,1,0,1,2,2,0,3,2,0,2,2,0
243,0,1,0,0,5,2,2,0,1,0,2,2,2,0,,2,0,1,1,1,1,1,2,3,0,3,2,0,2,3,0
244,1,1,1,1,0,2,4,1,1,0,2,1,3,1,,2,0,1,1,1,0,2,3,3,2,1,2,1,0,3,0
245,0,1,0,2,3,2,2,0,2,0,0,1,5,3,,0,0,1,0,1,,0,3,3,0,,4,0,2,1,0
246,0,1,0,0,3,2,5,0,0,0,0,2,4,2,,1,0,1,1,1,,1,3,4,2,,5,0,2,3,1
247,0,1,0,0,4,2,1,0,0,0,1,2,2,1,,1,1,1,1,1,4,0,3,4,2,1,4,0,2,3,0
248,0,1,0,0,3,2,2,0,2,0,1,2,5,4,,2,,1,0,1,5,0,4,4,2,,3,0,2,2,0
249,1,1,0,0,3,2,1,1,1,0,0,1,4,0,0,1,,1,1,1,3,1,4,4,2,4,3,0,2,5,0
250,0,1,0,0,4,2,1,0,0,0,0,2,5,4,,1,1,1,1,1,4,2,3,4,2,3,1,0,2,4,0
251,0,1,0,0,5,2,4,0,2,0,1,0,3,5,,0,0,1,0,1,0,0,0,0,1,1,2,0,2,5,0
252,0,1,0,0,5,5,2,1,1,0,0,1,3,3,,1,3,1,0,1,0,1,3,3,0,0,1,0,2,5,0
253,0,1,0,0,6,2,1,0,0,0,1,2,1,2,,1,3,1,0,1,4,2,5,5,0,2,0,0,2,3,0
254,0,1,1,0,4,2,4,3,1,1,0,2,0,0,,2,0,1,1,1,3,2,4,4,2,1,3,0,2,5,0
255,0,1,0,0,4,2,5,0,1,1,0,2,5,1,0,2,1,1,1,1,4,1,3,4,2,2,3,0,2,5,0
256,0,1,0,0,5,1,3,0,0,1,1,2,5,1,,2,,0,1,1,,0,0,0,0,,,,,,0
257,0,1,0,0,8,2,1,0,1,0,0,1,5,1,,1,,1,1,1,2,1,4,4,2,2,2,0,2,4,0
258,0,1,0,0,3,2,4,0,0,0,1,2,5,4,0,2,,1,1,1,0,1,2,2,0,5,5,0,2,5,0
259,0,1,0,0,5,1,3,3,2,1,2,2,1,5,,1,3,0,0,1,2,0,2,3,0,2,3,,2,4,0
260,0,1,0,0,5,2,4,1,0,0,1,0,4,1,,2,0,1,1,1,1,0,1,1,0,,,,2,5,0
261,0,1,1,0,6,0,0,0,2,0,0,2,2,1,,1,3,1,0,1,2,0,3,1,1,,2,1,1,4,0
262,1,1,1,0,3,2,4,0,1,0,0,1,4,1,,2,0,1,1,0,0,1,2,3,0,4,3,,2,6,0
263,0,2,1,0,3,2,2,0,1,0,0,2,2,1,,0,0,1,0,1,3,0,3,3,0,1,3,,2,3,0
264,0,2,1,0,5,2,5,1,0,0,0,1,5,4,,2,1,1,1,1,5,3,4,5,2,3,3,0,2,6,0
265,0,2,0,0,1,2,2,1,0,0,1,0,5,4,,1,0,1,1,1,5,0,3,3,0,1,2,0,2,2,0
266,1,2,0,0,1,2,1,0,0,0,0,2,5,3,,1,,1,0,1,0,0,5,5,0,0,1,0,2,3,0
267,1,2,1,0,6,2,4,3,0,0,1,2,3,3,,,,1,0,1,2,3,5,5,0,4,3,0,2,5,1
268,1,2,1,0,8,4,0,1,0,0,0,1,5,3,,2,,1,1,1,2,1,1,1,0,,4,0,2,2,0
269,0,2,0,0,3,2,2,0,2,0,2,2,4,4,,0,,1,0,1,3,0,3,3,0,,3,0,2,3,0
270,0,2,0,0,5,2,3,4,1,1,2,2,0,2,,,,2,1,1,,0,0,0,1,2,2,,2,3,0
271,0,2,1,0,6,2,4,1,0,0,1,1,5,3,,1,0,1,0,1,,0,1,0,1,,3,0,2,2,0
272,1,2,0,0,3,2,1,1,1,0,0,1,4,1,,1,0,1,1,1,3,1,3,4,2,5,5,0,2,3,1
273,0,2,1,0,8,2,0,1,0,0,0,1,5,5,,2,1,1,1,1,5,3,4,5,2,0,2,0,2,4,1
274,0,2,0,1,0,5,0,3,1,0,2,2,1,3,,2,0,1,1,1,0,1,2,2,0,,5,0,0,1,0
275,1,2,0,1,0,2,0,0,2,0,0,2,4,3,,2,1,1,1,1,3,1,5,5,3,,3,0,2,2,1
276,0,2,0,0,8,0,2,0,1,0,2,1,5,3,,2,,1,0,1,4,0,4,4,2,,4,0,2,2,0
277,0,2,0,0,7,3,3,3,1,0,2,2,1,2,,2,0,2,1,1,0,2,5,5,3,2,4,0,2,4,0
278,0,2,1,0,4,0,5,1,0,0,1,0,5,3,,2,1,2,0,1,3,1,4,4,2,5,3,0,2,2,0
279,0,3,0,0,3,2,0,0,2,0,0,2,5,3,,2,,1,0,1,4,3,5,5,2,2,2,0,2,2,0
280,0,2,0,0,5,0,3,1,0,0,0,1,5,3,,2,1,2,1,1,2,2,5,5,3,4,2,0,2,5,0
281,0,2,1,0,4,0,5,1,0,0,1,0,5,3,,2,1,2,0,1,3,1,4,4,2,5,3,0,2,2,0
282,0,2,0,0,3,2,0,0,2,0,1,2,4,4,,1,0,1,1,1,5,2,4,3,2,,,0,2,1,0
283,0,2,1,0,1,2,1,0,2,0,2,2,3,4,,2,,1,1,1,5,2,4,3,2,1,0,0,2,1,0
284,0,2,1,0,5,2,0,0,1,0,0,2,4,2,,2,1,1,1,1,4,1,5,4,1,1,5,0,2,2,0
285,0,2,0,0,8,5,3,4,1,1,2,2,0,1,,2,0,2,1,1,2,1,2,2,0,2,5,0,2,1,0
286,0,3,1,0,3,5,0,1,2,0,0,1,5,1,,1,,1,1,1,,1,3,4,2,,4,0,2,0,0
287,0,3,1,0,5,3,3,4,1,1,2,2,0,0,,1,1,2,1,1,3,0,1,1,0,1,4,0,2,1,0
288,1,3,1,0,4,2,0,0,2,0,2,2,5,3,,0,1,1,0,1,4,0,3,3,0,2,4,0,2,4,1
289,0,3,0,0,6,2,0,0,0,0,1,2,5,5,,2,,1,0,1,4,1,3,3,0,1,5,0,1,0,0
290,0,3,0,0,1,0,0,1,1,0,0,1,4,1,,1,1,1,1,1,4,3,5,5,3,1,4,0,2,3,0
291,0,3,0,0,8,3,0,0,2,0,2,1,5,3,,2,1,1,1,1,5,2,4,4,2,3,5,0,2,1,0
292,0,3,0,0,7,3,3,2,1,1,2,2,0,2,,2,0,2,1,1,4,0,0,0,0,4,4,,2,3,0
293,0,3,1,0,6,2,5,1,0,0,0,0,3,1,,2,2,1,1,1,1,2,5,5,3,3,1,0,2,3,1
294,0,3,0,0,1,3,3,2,1,1,2,2,0,0,,2,0,1,1,1,2,0,1,1,0,3,0,0,1,2,0
295,0,3,1,1,8,5,5,0,0,0,0,1,5,3,0,2,2,2,1,1,2,2,5,5,3,1,0,0,2,1,1
296,0,3,0,0,6,3,0,1,0,0,1,1,4,4,0,1,3,1,1,1,2,0,1,2,1,3,3,0,2,1,0
297,0,3,0,0,5,5,4,1,2,0,2,1,3,3,,1,,1,1,1,1,0,1,1,0,2,5,0,2,2,0
298,0,3,0,0,1,3,3,3,1,0,0,2,1,2,,1,3,2,1,1,4,0,1,1,0,,5,0,2,1,0
299,0,3,0,0,7,2,3,4,1,1,2,2,0,1,,2,0,2,1,1,2,0,0,0,0,3,5,0,2,3,0
300,0,3,0,0,8,1,5,1,0,0,1,0,4,4,0,1,1,2,1,1,2,0,3,3,2,4,3,0,2,5,0
301,0,3,0,0,7,4,3,3,1,0,0,2,1,1,,2,0,2,1,1,5,2,4,4,2,3,2,0,2,0,0
302,0,3,1,0,6,2,0,1,2,0,1,1,2,3,,2,0,1,1,1,1,1,2,3,0,5,1,0,2,3,0
303,1,3,1,1,3,5,4,3,1,0,2,2,1,3,,2,0,1,1,1,1,1,2,2,0,,4,0,2,2,0
304,0,3,0,0,8,4,0,1,2,0,2,1,3,1,,2,0,1,1,1,0,0,2,3,0,0,4,0,2,3,0
305,0,0,1,2,8,1,4,0,2,0,1,2,5,4,,2,0,1,1,1,,1,2,2,0,,,0,2,4,0
306,0,3,0,0,0,2,2,0,2,0,2,2,2,1,,1,1,1,0,1,4,0,3,3,0,,5,0,2,1,0
307,0,3,0,0,6,2,4,3,1,0,2,2,1,3,,2,0,1,1,1,0,1,2,3,0,4,4,0,2,4,0
308,1,0,0,0,6,5,0,0,1,0,0,1,5,4,,2,1,1,1,1,4,1,5,5,3,1,2,1,1,1,1
309,0,0,0,1,0,2,5,1,0,0,1,1,5,4,,1,1,1,0,1,4,1,4,4,2,5,1,0,1,1,0
310,0,0,1,1,3,2,1,0,1,0,0,2,5,4,,2,1,2,1,0,1,2,5,4,1,5,3,1,2,1,0
311,0,0,0,0,1,2,0,1,0,0,1,1,4,2,,1,0,1,1,1,2,0,3,1,0,5,4,0,2,3,0
312,0,0,1,0,7,5,0,0,2,0,2,2,3,1,,2,0,2,1,1,3,2,4,4,2,4,0,0,2,2,1
313,1,0,0,0,4,2,4,1,2,0,2,1,5,2,,2,0,1,1,1,2,0,0,0,0,,2,0,2,2,0
314,1,0,0,0,5,0,4,4,1,1,2,2,0,3,,0,1,1,0,1,,0,0,0,1,1,4,0,2,2,0
315,0,0,0,0,6,5,0,0,1,0,0,2,5,4,,2,,1,1,1,0,2,5,5,3,5,3,0,2,5,1
316,0,0,1,0,1,3,4,3,2,0,2,2,4,4,0,1,1,1,1,1,2,2,4,4,2,3,1,0,2,3,0
317,0,0,0,0,8,2,3,1,0,0,1,0,4,3,,2,0,0,0,1,0,0,1,0,1,4,3,0,2,2,1
318,0,0,1,0,5,3,4,3,0,0,1,2,4,5,,2,0,1,1,1,1,1,2,2,0,4,1,,2,3,0
319,0,0,1,0,3,2,3,4,1,1,2,2,0,1,,2,0,0,1,1,2,0,1,1,0,4,2,0,2,5,0
320,0,0,0,0,5,5,4,0,2,0,2,2,4,3,0,1,,0,1,1,,3,4,5,2,4,2,0,2,2,0
321,1,0,0,0,3,2,1,0,1,0,2,2,4,4,0,2,,1,1,1,,1,2,2,0,0,3,,2,2,1
322,0,1,0,0,8,4,4,0,0,0,1,2,,4,0,2,1,2,1,1,,2,5,5,3,1,4,,2,2,0
323,0,0,0,0,5,2,4,1,0,0,0,0,5,5,,1,1,1,1,1,4,2,4,4,2,1,4,0,2,0,0
324,0,2,1,0,1,2,0,0,1,0,2,1,4,5,0,2,3,1,1,1,2,1,2,3,0,5,1,0,2,1,0
325,0,0,0,0,8,1,3,0,2,0,2,2,2,1,0,2,1,2,1,1,3,2,4,4,3,,2,0,2,2,0
326,0,1,0,0,8,2,0,0,0,0,0,0,5,2,1,2,,1,1,1,1,1,2,2,0,2,2,1,1,2,0
327,1,0,1,0,0,2,0,0,2,0,2,2,5,5,0,2,1,1,1,1,4,2,5,5,3,5,0,0,2,2,0
328,0,0,0,0,8,3,3,2,0,0,0,2,5,1,,2,,2,1,1,1,3,5,5,1,1,0,0,2,3,0
329,0,0,0,0,4,2,5,0,1,0,2,2,4,1,,2,1,1,0,1,5,0,2,4,2,5,5,0,2,2,0
330,0,0,0,0,7,2,3,0,0,1,1,2,4,3,,2,0,2,1,1,3,0,0,0,0,3,0,0,2,3,0
331,0,0,1,0,4,2,4,3,2,0,2,2,3,4,,1,3,1,1,1,2,1,1,2,1,0,1,0,2,5,0
332,0,0,0,0,1,2,0,0,0,0,0,2,4,2,0,2,0,1,0,1,4,2,5,4,1,3,0,0,2,1,0
333,1,0,0,0,8,4,0,1,1,0,0,1,4,1,,1,,1,1,1,0,2,5,5,3,5,0,0,2,5,0
334,1,0,0,0,5,2,2,0,2,0,2,2,5,5,0,1,0,1,0,1,3,0,2,3,0,0,3,,2,3,0
335,0,0,0,0,4,2,0,1,1,0,0,1,5,3,,2,0,1,1,1,2,2,4,5,2,1,2,0,2,2,0
336,0,0,0,0,7,2,0,0,2,0,2,2,5,5,,1,,,1,1,,0,1,3,0,4,0,0,2,5,1
337,1,0,1,0,3,2,4,0,0,0,1,2,4,2,,1,0,1,1,1,3,0,0,0,0,2,2,0,2,2,0
338,0,0,1,0,5,5,2,0,2,0,1,2,5,4,0,2,1,1,0,1,4,0,5,5,1,2,2,0,2,4,0
339,0,0,0,0,2,3,0,0,0,0,0,2,4,1,,2,2,1,0,0,3,2,5,5,3,0,4,0,2,4,0
340,0,0,0,0,5,3,4,0,2,0,1,2,1,3,,2,,1,1,1,,0,1,1,0,,,,,,0
341,0,0,1,0,8,3,3,1,2,0,0,1,5,4,,1,1,1,1,1,3,0,1,1,0,2,1,0,2,5,0
342,0,0,1,0,4,0,0,0,1,0,0,1,4,3,,2,1,1,0,1,4,1,4,4,2,3,2,0,2,2,0
343,0,0,1,0,3,2,0,0,2,0,0,1,5,4,,2,0,1,1,1,1,0,0,3,0,,,0,,,0
344,0,1,0,0,4,2,3,0,1,0,2,2,1,1,,1,0,2,1,1,4,0,0,0,0,5,2,0,2,6,0
345,0,1,0,0,6,1,4,3,2,0,1,2,2,4,,1,1,1,0,1,0,0,1,0,1,3,0,0,2,5,1
346,0,1,0,1,4,2,5,0,1,0,2,2,2,2,0,1,1,2,1,1,5,1,3,4,2,1,0,0,2,6,0
347,0,1,0,0,,5,4,0,0,1,1,0,5,2,0,,,1,1,1,,0,1,1,0,,,,,,0
348,0,1,0,0,8,3,3,0,0,0,0,1,,3,,2,1,0,1,1,,2,4,3,2,5,1,0,2,5,0
349,0,1,0,0,8,4,3,0,0,1,1,0,5,3,1,2,,1,1,1,2,0,1,1,0,3,3,0,2,5,0
350,0,1,0,0,5,1,3,2,1,1,2,2,0,1,,2,0,2,1,1,0,0,0,0,0,3,3,0,2,5,0
351,0,1,1,0,6,2,3,4,1,1,2,2,0,,,2,,1,1,1,,0,0,0,0,1,1,0,2,4,0
352,0,3,0,0,4,5,3,3,2,0,2,2,3,3,0,2,1,2,1,1,,1,2,2,0,2,0,0,2,0,0
353,0,3,0,0,4,5,0,1,1,0,0,1,3,0,0,2,2,1,1,1,0,1,2,2,0,,2,0,2,0,0
354,0,0,0,0,0,0,0,0,1,0,0,1,4,2,0,2,1,1,1,1,4,2,5,4,3,5,5,1,1,1,0
355,0,1,0,0,4,2,0,3,1,0,2,2,1,1,0,2,3,1,1,1,1,0,1,1,0,4,2,0,2,2,0
356,0,3,1,0,0,3,0,1,2,0,0,1,3,2,0,2,0,1,1,1,2,0,0,0,0,5,4,1,2,1,0
357,0,3,0,0,5,3,3,3,1,0,2,2,0,1,0,2,0,0,1,1,2,0,0,0,0,5,0,0,2,1,0
358,0,2,1,0,6,2,5,1,2,0,0,1,5,4,0,2,1,2,1,0,0,2,5,5,1,3,0,1,2,6,0
359,0,3,1,0,6,4,1,1,2,0,0,1,5,3,0,2,1,2,0,0,3,3,5,5,3,,1,0,2,5,0
360,0,0,0,0,5,2,4,3,0,0,1,2,4,4,0,2,2,1,1,1,,1,2,2,0,4,0,0,2,1,0
361,0,1,0,0,4,1,5,0,1,1,0,1,4,3,0,2,2,1,1,1,3,1,2,2,0,,4,0,2,3,0
362,0,1,0,0,3,2,1,1,2,0,0,1,5,5,0,2,1,1,1,0,5,3,4,5,2,3,0,0,2,3,0
363,0,2,0,0,1,2,0,0,1,0,2,2,5,2,0,0,1,,1,1,5,2,5,5,3,3,5,,2,1,0
364,0,2,0,0,4,2,1,0,1,0,2,2,5,4,0,1,0,1,1,1,5,2,3,4,2,1,1,0,2,5,0
365,1,0,0,0,,2,4,0,0,0,0,2,4,3,0,,,1,1,1,0,2,3,3,2,1,0,0,2,0,1
366,0,1,0,0,5,5,0,0,0,0,0,2,,4,0,1,1,1,1,1,1,2,5,5,3,4,1,,2,3,0
367,0,1,1,0,7,3,4,3,1,0,2,2,1,3,,1,0,1,0,1,0,0,1,0,1,1,2,0,2,4,0
368,0,1,0,0,4,2,4,0,0,0,1,2,5,4,,2,0,1,1,1,1,1,2,1,0,5,2,0,2,5,0
369,0,1,0,0,5,5,2,1,1,0,0,1,2,1,,1,,1,1,1,3,1,4,4,2,,,0,2,,0
370,0,1,1,0,3,2,0,0,0,0,0,2,3,3,,2,,1,1,1,,1,2,2,0,3,0,0,2,4,0
371,0,1,0,0,8,4,0,3,2,0,2,2,3,4,,2,,1,1,1,,1,2,2,0,5,4,,2,3,0
372,0,1,1,0,5,0,4,0,2,0,0,2,3,4,0,2,0,1,1,1,2,2,4,5,3,5,0,0,2,4,0
373,0,1,1,0,3,2,4,3,1,0,2,2,1,4,,2,1,1,1,1,0,1,2,2,0,,4,0,2,3,0
374,0,1,1,0,2,3,4,0,2,0,1,2,4,5,,0,1,1,1,1,2,1,3,3,0,2,3,0,2,5,0
375,0,1,0,0,6,2,1,1,1,0,2,1,5,3,0,1,0,1,1,1,1,2,5,5,3,3,1,0,2,6,0
376,0,1,0,0,5,1,3,2,1,0,2,2,4,4,,2,1,2,1,1,0,2,5,5,3,3,3,,2,5,0
377,1,1,0,1,0,2,0,1,1,0,0,1,5,3,,2,1,1,1,0,2,3,5,4,1,5,3,,0,3,1
378,0,1,0,0,2,3,3,4,1,1,2,2,0,1,,2,0,2,1,1,3,0,1,1,0,,3,0,1,5,0
379,0,1,1,0,3,2,2,0,2,0,2,2,3,2,,1,1,1,0,1,4,0,3,2,0,2,2,0,2,2,1
380,0,1,0,0,6,2,1,0,2,0,0,2,5,4,0,1,1,1,1,1,5,2,3,4,2,1,3,0,2,2,0
381,0,1,1,2,7,5,2,0,2,0,2,2,5,4,,2,0,1,0,1,5,0,4,4,2,0,2,0,2,2,0
382,0,1,1,0,4,2,2,0,0,0,0,1,5,4,,0,0,1,0,1,2,0,3,3,0,3,0,,2,3,0
383,0,1,0,0,8,4,5,0,1,0,2,2,4,4,,2,1,1,1,1,3,2,4,4,2,2,3,0,2,5,0
384,0,1,1,0,4,2,2,1,0,0,0,1,4,3,,2,,1,1,1,3,2,4,3,2,,,,2,5,0
385,0,1,1,0,4,2,2,1,0,0,0,1,5,5,,1,0,1,0,1,4,1,3,4,2,2,2,0,2,5,0
386,1,1,0,0,3,3,2,0,1,0,2,2,1,2,0,2,0,1,1,1,4,2,3,3,2,4,1,0,2,3,0
387,0,1,0,0,3,2,2,0,0,0,1,2,5,4,,2,0,1,1,1,3,1,2,3,0,3,3,0,2,5,0
388,0,1,0,0,4,2,1,0,2,0,1,2,5,3,0,1,,1,1,0,,2,3,4,1,2,3,0,2,3,0
389,0,1,1,0,6,4,4,3,2,0,2,2,4,5,,2,0,,1,1,0,1,2,1,0,5,1,0,2,5,0
390,0,1,0,0,4,2,2,0,0,0,0,1,5,5,,1,0,1,0,1,2,0,3,2,0,2,4,0,2,4,0
391,1,1,0,0,,2,2,1,0,0,1,1,5,4,,,,,0,1,,0,2,3,0,1,3,0,2,5,1
392,0,1,0,0,4,2,4,0,0,0,1,2,5,4,0,1,1,1,1,1,2,1,1,1,0,2,1,0,2,4,0
393,1,1,0,0,3,2,2,0,2,0,0,2,4,3,,,,1,0,1,5,0,3,2,0,5,1,0,2,3,0
394,0,1,0,0,6,5,4,3,2,0,1,2,3,2,,1,1,1,1,1,1,2,4,4,2,1,4,0,2,5,0
395,0,1,0,0,3,2,2,0,1,0,2,2,3,3,,2,0,1,1,1,,1,2,2,0,3,3,,1,4,0
396,0,1,0,0,3,2,2,0,2,0,0,2,5,4,,1,1,1,1,1,4,0,3,3,2,3,0,0,2,5,0
397,0,1,0,0,5,3,4,0,0,0,1,2,0,4,,2,3,1,1,1,0,1,2,2,0,1,2,0,2,4,0
398,1,1,0,0,,2,0,0,0,0,0,2,5,3,0,1,1,1,1,1,2,0,3,4,2,1,2,0,2,5,0
399,0,2,0,0,8,2,0,0,2,0,0,1,5,5,,1,,1,1,1,4,1,3,4,2,3,0,0,2,6,0
400,0,1,0,0,4,1,4,1,1,0,0,1,4,3,0,2,0,1,1,1,0,1,2,3,0,,1,0,2,3,0
401,0,1,0,0,5,2,3,4,1,1,2,2,0,0,,2,0,2,1,1,1,0,0,0,0,2,0,0,2,5,0
402,0,1,0,0,1,2,5,1,2,0,1,0,4,3,,1,1,1,0,1,3,1,3,3,0,4,4,0,2,4,0
403,0,1,0,0,5,5,4,3,2,0,2,2,3,5,,2,0,1,1,1,0,0,0,0,0,1,5,0,2,5,0
404,0,1,0,0,5,0,5,3,2,0,2,2,1,2,0,2,2,2,1,1,3,2,5,5,3,0,2,0,2,6,0
405,0,2,0,2,4,1,5,0,1,0,0,2,4,2,0,2,1,2,1,1,4,2,5,5,3,1,0,0,2,4,0
406,0,2,0,0,6,5,4,3,2,0,2,2,1,4,,2,1,1,1,1,,1,2,3,1,3,2,,2,6,0
407,1,2,1,0,3,2,2,1,1,0,0,1,3,1,,2,0,1,1,1,1,1,2,1,0,1,5,0,2,3,0
408,0,2,0,0,7,3,1,1,2,0,0,1,4,1,,2,0,1,1,1,3,3,5,5,2,1,4,0,2,3,0
409,0,2,1,0,3,2,0,0,1,0,0,1,5,4,,2,0,1,1,1,5,3,5,4,3,5,1,0,2,5,0
410,0,2,1,0,1,0,4,1,2,0,0,1,5,5,0,2,,1,1,1,1,1,0,0,0,,,,2,,0
411,0,2,0,0,8,0,4,0,0,0,1,2,5,4,,1,0,0,1,1,2,1,2,2,0,3,,0,,,0
412,0,2,0,0,5,1,3,0,0,0,1,2,1,1,,2,0,2,1,1,2,0,1,1,0,3,4,0,2,3,0
413,0,2,0,0,6,5,2,1,0,0,0,1,5,5,,2,1,1,1,1,5,2,4,4,2,3,5,0,2,5,0
