ID,Fatal_nonfatal,Time_Season,Time_Weekend,Time_TOD,Flight_DE,Flight_DE_Phase,Flight_Conducted_Under,Pilot_Certificate,Pilot_Airplane Rating,Pilot_Other Aircraft Rating,Pilot_Instrument Rating,Pilot_Instructor Rating,Pilot_Flight_Hours_general,Pilot_Age_general,Pilot_Sex_Female,Pilot_Seat Occupied,Pilot_Restraint Used,Second_Pilot_Instructor,AC_Airworthiness_Normal,AC_Landing Gear_Skid,AC_Airframe_general,AC_Seats_general,AC_Max_Gross_Wt_general,AC_Rated Power_Horsepower_general,AC_Engine_MFR,MF_Wind Speed_knots_general,MF_Altimeter_general,MF_Precipitation and Obscuration,MF_Visibility_miles,MF_Temperature_general,Aircraft Fire
414,1,2,0,0,5,2,4,3,2,1,2,2,3,4,0,0,1,1,0,1,0,0,0,0,1,,3,0,2,4,1
415,0,2,1,0,5,0,4,0,0,1,1,2,4,3,,2,0,1,1,1,,0,0,0,0,,5,0,2,2,0
416,0,2,1,0,7,4,0,0,1,0,0,2,4,4,,2,1,1,1,1,5,2,4,3,2,3,4,0,2,3,0
417,0,2,0,0,6,2,0,0,0,0,0,1,5,3,0,2,,1,1,1,5,2,4,4,2,3,0,0,2,6,0
418,0,2,0,0,4,2,0,1,2,0,0,1,4,3,,2,1,1,1,1,5,2,4,4,2,2,1,0,2,4,0
419,0,2,0,0,8,0,4,3,2,1,1,2,2,3,0,1,1,1,1,0,1,1,4,3,1,5,1,0,2,3,0
420,0,2,1,0,7,5,5,0,2,0,0,2,4,2,,2,2,1,1,1,3,2,5,5,3,,3,0,2,4,0
421,0,2,0,0,1,2,5,1,0,0,0,1,5,2,,2,1,2,0,1,3,1,5,5,0,2,3,0,2,5,0
422,0,2,1,0,3,2,0,0,1,0,2,2,5,2,,2,0,1,1,1,2,1,2,2,0,,,,2,,0
423,0,2,1,0,1,3,4,1,2,0,0,1,2,3,,2,1,1,1,1,3,2,4,4,2,4,1,0,2,5,0
424,0,2,0,0,4,2,5,0,0,0,0,1,5,3,,2,1,1,0,1,3,2,5,5,3,5,2,,2,4,0
425,0,2,0,0,8,2,3,4,1,0,2,1,0,1,,2,0,2,1,1,0,2,3,3,2,3,4,,2,5,0
426,0,2,1,0,3,5,4,1,0,0,1,0,3,4,,0,0,1,0,1,0,0,0,0,1,1,4,0,2,2,0
427,0,2,0,0,5,0,3,3,1,0,2,2,0,1,,2,1,2,1,1,4,2,5,5,1,4,3,0,2,1,0
428,0,2,1,0,5,1,3,0,1,0,0,2,1,1,,1,3,2,1,1,1,0,0,0,0,5,2,0,2,2,0
429,0,2,0,0,3,2,1,2,1,1,2,2,,,,,,1,1,1,5,1,3,3,2,4,5,0,2,0,0
430,0,2,0,0,6,2,3,1,0,1,1,0,4,3,,0,3,2,1,0,2,1,2,2,1,5,0,0,2,3,0
431,0,3,0,0,4,2,3,4,1,1,2,2,0,0,,1,0,1,1,1,2,1,1,2,0,,5,,2,1,0
432,1,3,0,0,6,2,4,1,0,0,0,1,5,4,,2,0,0,1,1,0,1,2,1,0,0,3,0,2,1,1
433,0,3,0,0,8,3,4,3,1,0,2,2,2,4,,2,1,1,1,1,0,2,3,3,2,1,5,0,2,0,0
434,0,3,0,0,8,3,0,0,0,0,0,2,5,3,,2,1,1,0,0,1,3,5,5,2,3,3,0,2,4,0
435,0,3,0,0,2,2,0,1,1,0,0,1,4,1,,2,1,1,1,1,,2,5,5,3,,,0,2,0,0
436,0,3,0,0,3,3,4,0,0,0,1,2,5,4,,2,,1,1,1,0,1,2,1,0,,2,0,2,3,0
437,1,3,0,0,5,0,3,4,1,1,2,2,0,0,,2,0,2,1,1,2,0,0,0,0,2,4,0,2,4,0
438,0,3,0,1,1,0,3,3,1,0,1,2,1,0,0,2,0,1,1,1,0,0,0,0,0,,3,0,2,1,0
439,1,3,0,2,0,2,0,1,2,0,0,1,3,3,0,2,1,2,1,1,4,2,4,5,2,,2,1,0,1,0
440,0,3,0,0,4,2,5,0,2,0,0,1,4,2,0,1,1,2,1,1,3,1,3,5,2,5,2,0,2,1,0
441,0,3,1,0,3,3,4,3,2,0,2,2,2,3,,2,0,1,1,1,0,1,2,2,0,5,4,0,2,5,0
442,1,3,1,0,5,0,3,4,1,1,2,2,0,4,0,2,1,1,1,1,2,0,0,0,0,4,4,0,2,5,0
443,0,3,0,0,8,0,3,1,0,0,0,1,3,1,0,1,0,0,1,1,3,0,0,1,0,5,4,0,2,3,0
444,1,3,1,0,1,2,4,0,2,1,1,2,0,3,,1,,1,0,1,,0,1,1,1,,5,0,2,2,0
445,1,3,0,0,6,1,3,4,1,1,2,2,0,0,1,1,,2,1,1,,0,1,1,0,,,,2,3,1
446,0,3,0,0,5,1,3,4,1,1,2,2,0,0,0,2,3,2,1,1,0,1,1,1,1,5,5,0,2,2,0
447,0,3,1,0,4,2,4,3,2,0,1,2,4,4,,1,0,1,0,1,,0,0,0,1,5,2,,2,3,0
448,0,3,0,1,4,2,2,1,1,0,0,1,2,1,0,2,,1,1,1,1,1,2,2,0,1,2,0,2,2,0
449,0,3,0,0,3,2,4,3,2,1,2,2,,4,,,0,1,1,1,2,1,1,1,0,3,4,0,2,0,0
450,0,3,0,0,3,2,0,0,1,0,0,2,4,1,,2,0,1,1,1,,0,0,0,0,,,0,2,2,0
451,1,0,1,1,2,0,0,0,1,0,0,2,4,3,0,1,,1,1,1,1,2,5,5,3,2,5,,2,1,1
452,0,3,0,0,1,2,2,0,0,0,1,2,5,4,0,2,3,1,0,1,4,0,5,5,0,3,5,0,2,2,0
453,0,3,0,0,1,2,4,3,1,0,2,2,0,3,,1,1,1,0,1,,0,1,0,1,2,5,0,2,0,0
454,0,3,0,0,4,5,0,0,1,0,0,2,3,1,,2,1,1,1,1,4,2,4,4,2,2,5,0,2,0,1
455,0,0,0,0,7,3,4,3,2,1,2,2,,4,,2,0,1,1,1,4,0,0,0,0,,1,0,2,2,0
456,0,3,1,0,5,2,2,0,2,0,2,2,4,3,0,1,1,1,1,1,2,0,3,2,0,,0,0,1,2,0
457,0,0,0,0,8,1,3,1,1,0,0,1,4,2,,1,1,2,1,1,3,3,5,5,2,3,5,0,2,1,0
458,0,0,1,0,3,2,4,3,2,0,2,2,0,3,,1,3,1,1,1,,1,1,1,0,2,4,0,2,2,0
459,0,0,1,0,5,0,4,4,1,1,2,2,0,3,0,1,0,1,0,1,0,0,1,0,1,5,4,0,2,5,0
460,0,0,1,2,8,3,4,3,1,0,2,2,1,2,,,,1,1,1,,1,2,2,0,1,4,0,2,2,0
461,1,0,0,0,5,2,4,3,1,0,2,2,0,3,0,2,,1,1,1,1,1,2,2,0,3,1,0,2,5,1
462,0,0,0,0,4,2,4,0,2,0,1,2,3,2,0,2,0,1,1,1,3,2,4,4,2,2,5,0,2,1,0
463,0,0,1,0,,5,4,0,2,0,1,2,2,4,,1,1,1,0,1,0,0,1,0,1,3,5,0,2,0,0
464,0,0,0,0,2,5,3,3,1,0,0,2,,0,0,2,,2,1,1,,1,3,2,0,5,1,0,2,4,0
465,1,0,0,0,4,2,2,0,2,0,1,2,5,2,0,2,,1,1,1,4,3,4,5,2,3,4,1,2,4,1
466,0,0,1,0,4,2,2,1,0,0,1,1,4,1,0,0,1,1,0,1,3,0,3,3,0,2,,0,2,5,0
467,0,0,0,0,1,2,0,0,2,0,0,2,0,3,0,2,0,1,1,1,,1,2,1,0,5,3,0,2,4,0
468,1,0,0,0,0,2,0,0,1,0,0,2,5,3,,1,1,1,1,1,4,2,3,4,2,,4,1,0,2,0
469,0,0,1,0,2,2,4,0,1,0,2,2,4,1,,,,1,1,1,,0,0,0,0,1,5,0,2,3,0
470,1,0,0,1,3,2,5,0,0,0,0,2,0,2,,2,1,1,1,1,1,2,5,5,3,1,0,0,2,4,0
471,0,0,0,0,3,3,3,0,0,0,1,0,3,4,,1,1,2,1,1,5,0,0,1,0,1,5,0,2,5,0
472,0,0,0,0,4,2,1,0,2,0,2,2,4,1,1,1,3,1,0,1,5,0,5,5,0,,1,0,2,4,1
473,0,0,0,0,8,3,3,0,1,0,0,2,4,3,0,2,0,2,1,1,5,2,4,5,2,3,2,0,2,5,0
474,0,0,0,0,4,2,2,0,1,0,0,1,2,1,0,2,0,1,0,1,,1,2,2,0,3,5,0,2,3,0
475,0,0,0,0,6,2,0,1,1,0,0,1,3,0,,2,1,1,1,1,2,3,4,5,2,5,1,0,2,2,0
476,1,0,0,0,,2,2,0,1,0,0,2,3,3,0,0,0,1,0,1,4,1,3,3,0,0,2,0,2,2,1
477,0,0,0,0,8,2,2,0,2,0,0,2,5,3,,1,,1,1,1,3,0,3,3,2,,0,0,2,4,0
478,1,0,0,0,4,2,5,1,1,0,0,1,5,3,0,2,1,1,1,1,3,2,5,5,3,2,5,0,2,4,0
479,0,0,1,0,6,2,0,0,1,0,0,1,3,3,,2,1,1,1,1,4,2,4,4,2,5,3,0,2,4,0
480,0,1,0,0,8,5,2,0,1,0,0,2,2,1,,0,0,1,0,1,2,0,2,2,0,1,1,0,2,4,0
481,0,0,0,0,6,2,1,1,0,0,1,1,5,2,0,1,1,1,0,1,3,0,5,5,0,3,0,0,2,4,0
482,0,1,0,0,7,2,3,0,0,1,1,0,5,1,,2,1,0,1,1,,0,1,1,0,4,1,0,2,5,0
483,0,1,0,2,4,2,1,0,0,0,1,1,5,1,0,2,1,1,1,1,2,3,4,5,2,2,3,0,2,4,0
484,1,1,1,0,0,2,2,0,2,0,2,2,5,5,,1,1,1,0,1,4,0,1,3,0,,1,1,1,2,0
485,0,1,0,0,4,2,4,0,0,0,1,2,5,2,0,2,0,1,0,1,1,1,2,2,0,1,3,0,2,5,0
486,0,1,0,0,5,2,0,0,1,0,2,2,4,3,,2,0,1,1,1,3,0,0,1,0,0,4,0,2,5,0
487,0,1,0,0,8,2,2,0,2,0,1,0,4,2,,2,3,1,1,1,1,1,2,2,0,0,4,0,2,5,0
488,0,1,0,0,5,0,3,3,1,0,2,2,0,0,,1,0,2,1,1,3,0,0,0,0,1,2,0,2,5,0
489,0,1,0,2,3,2,4,3,2,0,2,2,1,4,,2,0,1,1,1,0,1,2,2,0,2,1,0,1,4,0
490,1,1,0,0,3,2,4,3,1,0,2,2,0,0,0,1,2,1,1,1,5,0,1,1,0,,2,0,2,5,1
491,1,1,0,1,1,0,3,4,1,1,2,2,0,1,0,1,1,2,1,1,2,0,1,2,0,1,1,0,2,3,1
492,0,1,0,0,8,1,3,4,1,1,2,2,0,2,,2,0,2,1,1,1,0,0,0,0,3,3,0,2,4,0
493,0,1,0,0,5,2,4,3,2,0,2,2,0,2,0,2,,1,1,1,1,0,0,0,0,5,5,0,2,4,0
494,0,1,0,0,3,0,4,3,1,0,2,2,2,4,,2,0,1,1,1,0,1,2,3,0,2,3,0,2,2,0
495,0,1,0,0,3,2,4,0,0,0,1,2,5,4,,2,0,1,1,1,1,1,2,3,0,4,2,0,2,4,0
496,0,1,0,0,5,2,1,1,0,0,1,0,5,4,0,1,1,1,0,1,5,0,5,5,0,5,0,0,2,6,1
497,0,1,1,0,4,2,0,0,1,0,0,2,5,3,0,1,1,1,1,1,3,1,3,5,2,3,4,0,2,5,0
498,0,1,0,0,8,3,4,3,0,1,1,2,3,4,,2,1,1,1,1,3,0,1,1,0,5,1,1,1,5,0
499,0,1,0,0,8,3,3,4,1,1,2,2,0,0,,2,0,2,1,1,2,0,0,0,0,2,2,0,2,5,0
500,0,1,1,0,4,2,2,1,0,0,0,1,5,3,,0,,1,0,1,2,0,3,3,0,3,1,0,2,5,0
501,0,1,0,0,4,2,4,0,1,0,2,2,0,1,,0,3,1,0,1,0,0,0,0,1,,2,0,2,5,0
502,0,1,1,0,5,5,2,0,2,0,2,2,5,3,,1,1,1,1,1,4,0,3,4,2,,2,1,1,4,0
503,0,1,0,0,1,0,0,0,0,0,1,2,5,5,0,1,1,1,1,1,5,0,3,3,2,2,1,0,2,6,1
504,0,1,0,0,3,2,5,0,0,0,0,2,4,3,0,2,1,2,1,1,5,2,5,5,3,0,2,0,2,6,0
505,0,1,0,0,3,2,4,0,0,0,1,2,4,5,0,,,1,0,1,,1,1,1,0,3,2,0,2,5,1
506,0,1,0,1,3,2,1,0,2,0,2,2,2,2,0,1,1,1,1,1,0,1,4,4,2,0,0,1,2,2,0
507,0,1,1,0,3,2,2,0,1,0,2,2,4,3,,2,0,1,0,1,0,0,2,2,0,2,1,,2,4,0
508,0,1,0,0,5,3,3,1,0,1,1,0,5,5,,1,3,2,1,1,4,1,1,1,1,1,2,0,2,6,0
509,0,1,0,0,5,1,3,4,1,1,2,2,0,1,,2,0,2,1,1,3,0,0,0,0,2,1,0,2,6,0
510,0,1,0,0,4,2,5,1,0,0,0,1,5,3,,2,1,1,1,1,4,3,5,5,1,3,0,0,2,5,0
511,0,1,0,0,4,1,3,0,0,1,1,2,1,1,0,1,0,2,1,1,2,0,1,1,0,,0,0,2,5,0
512,0,1,0,0,4,2,2,0,2,0,1,2,5,2,0,2,1,1,0,1,5,2,4,2,2,0,0,1,1,3,0
513,0,1,0,0,5,4,3,3,1,0,0,2,0,2,,2,0,2,1,1,3,0,0,0,0,5,2,0,2,6,0
514,0,1,1,0,6,2,0,1,2,0,0,1,1,2,,2,0,1,1,1,0,1,2,2,0,5,0,0,2,6,0
515,0,1,1,0,6,2,4,1,2,0,2,1,5,3,0,2,1,1,1,1,1,3,5,4,1,1,1,0,1,4,0
516,0,1,0,0,5,2,3,2,1,1,2,2,0,2,,2,,1,1,1,4,0,0,0,0,3,2,0,2,4,0
517,0,1,0,0,3,2,1,0,1,0,2,2,5,5,0,1,0,2,0,0,5,0,5,5,1,2,1,1,1,3,0
518,0,1,0,0,6,0,4,1,1,0,0,1,4,3,0,1,1,1,1,1,2,0,1,1,0,3,0,0,2,6,0
519,0,1,0,0,6,2,4,3,1,0,2,2,0,3,0,2,0,1,1,1,2,1,2,1,0,,4,0,2,2,0
520,0,2,0,0,3,2,5,0,0,0,0,1,4,3,,2,1,1,1,1,1,2,5,5,3,1,4,0,2,3,0
521,0,1,1,0,5,0,0,0,1,0,0,2,4,2,,2,0,1,1,1,,1,2,2,0,2,5,,2,4,0
522,0,2,0,0,8,2,5,0,1,0,0,1,4,2,,1,1,1,0,1,3,1,3,4,2,1,0,0,2,6,0
523,1,2,0,0,3,2,0,0,1,0,0,2,5,4,,1,1,1,0,0,3,1,2,3,2,5,,0,2,,0
524,0,2,1,0,6,2,4,3,1,0,2,2,1,4,0,1,1,1,0,1,0,0,1,0,0,,,0,2,2,0
525,0,2,0,0,4,3,4,0,1,0,0,1,2,1,0,2,2,0,0,1,1,1,2,2,0,3,1,,2,6,0
526,0,2,1,0,4,2,0,0,1,0,2,2,2,3,1,1,0,1,0,1,2,1,1,1,0,,4,1,2,1,0
527,0,2,0,0,6,3,2,0,0,0,2,2,5,2,0,1,1,1,1,1,4,3,4,4,2,,2,0,2,5,0
528,0,2,1,0,8,5,4,1,2,0,0,1,5,3,0,1,0,1,1,1,3,1,1,1,0,2,2,0,2,5,0
529,0,2,0,0,4,2,2,0,2,0,0,2,5,3,,2,,1,1,1,5,2,4,3,2,2,,0,1,4,0
530,0,2,0,0,5,2,2,0,2,0,2,2,2,0,0,1,1,1,0,1,5,0,3,2,2,1,3,0,2,2,0
531,0,2,0,0,5,3,3,3,1,0,0,2,3,1,,2,0,2,1,1,3,1,2,3,0,0,2,0,2,5,0
532,0,2,0,0,5,2,4,0,1,0,0,2,3,2,0,1,1,1,1,1,3,2,4,3,2,3,2,0,2,4,0
533,0,2,0,0,5,5,4,1,1,0,0,1,3,2,0,2,0,1,1,1,2,1,2,3,0,2,4,0,2,2,0
534,0,2,1,0,6,0,4,1,0,0,1,0,5,5,0,1,1,0,1,1,3,0,1,0,0,0,2,0,2,5,0
535,0,2,0,0,6,2,2,1,0,0,1,1,5,3,0,2,1,1,1,1,3,3,4,5,2,0,3,0,2,5,0
536,0,2,0,0,3,5,0,0,0,0,1,2,5,4,,0,0,1,1,1,0,1,2,2,0,1,3,0,2,5,0
537,0,2,0,0,5,2,0,0,0,0,0,2,5,5,0,0,3,1,1,1,4,1,3,3,1,,4,0,2,4,0
538,0,2,0,0,7,5,0,0,2,0,0,1,5,5,0,2,1,1,1,0,5,2,3,4,2,3,,0,1,5,0
539,0,2,1,0,5,1,5,1,1,0,0,1,5,2,0,2,1,2,1,1,1,1,5,5,3,1,1,0,2,5,0
540,0,2,1,0,6,2,1,0,1,0,2,2,0,1,0,1,1,1,1,1,5,0,3,4,2,,3,0,2,3,1
541,0,2,0,0,4,2,1,0,1,0,2,2,2,1,0,2,0,1,1,1,5,2,4,3,2,1,1,1,1,2,0
542,0,2,0,0,5,5,3,4,1,1,2,2,0,3,1,2,1,1,1,1,1,0,1,1,0,1,5,0,2,2,0
543,0,2,0,0,4,2,1,0,2,0,0,2,3,1,,1,1,1,1,1,4,2,3,4,2,,3,0,1,1,0
544,0,2,1,0,5,2,0,1,2,0,0,1,2,1,0,2,0,1,1,1,0,1,2,2,0,3,5,0,2,3,0
545,0,2,1,0,4,2,4,3,1,0,2,2,1,4,0,2,0,1,1,1,0,0,0,0,0,3,5,0,2,2,0
546,0,2,0,0,6,2,3,0,0,0,1,2,5,4,0,2,1,2,1,1,0,2,5,4,1,3,5,0,2,2,0
547,1,2,0,0,5,3,4,3,0,0,1,2,5,4,0,2,1,0,1,1,0,2,5,5,3,,1,0,2,2,1
548,0,2,0,0,6,4,0,1,1,0,0,1,3,1,0,1,0,1,1,1,1,1,2,3,0,2,5,0,2,4,0
549,0,2,0,0,4,2,0,0,2,0,0,2,3,1,0,2,,1,1,1,5,1,3,4,2,1,0,1,1,1,0
550,0,3,0,0,5,1,3,3,1,0,2,2,0,1,1,2,1,2,1,1,4,0,0,0,0,2,2,,2,4,0
551,0,3,0,1,0,2,4,3,2,0,2,2,1,5,0,1,1,1,1,1,3,1,1,1,0,2,1,,,1,0
552,0,3,0,0,5,3,3,3,2,1,2,2,0,3,0,0,0,1,1,1,1,1,2,2,0,,2,0,2,4,0
553,0,3,0,0,5,2,4,3,1,0,2,2,1,3,0,2,1,1,1,1,2,2,4,5,2,0,5,0,2,3,1
554,0,3,1,0,8,4,4,0,0,1,0,2,5,5,0,1,0,1,0,1,0,0,0,0,1,5,0,0,2,4,0
555,0,3,0,0,4,2,0,0,2,0,0,2,5,4,0,1,1,1,1,1,3,1,3,2,0,5,0,0,2,1,0
556,0,3,1,0,6,5,3,4,1,1,2,2,0,3,0,2,0,1,1,1,4,0,0,1,0,0,5,0,2,2,0
557,0,3,0,0,4,5,4,3,1,0,2,2,0,2,0,1,,1,1,1,2,0,1,1,0,1,2,0,2,2,0
558,0,3,1,0,4,0,0,0,1,0,0,1,1,1,0,1,1,1,0,1,,0,1,1,0,5,3,0,2,0,0
559,0,3,0,0,1,2,3,1,1,0,0,1,3,1,0,2,,0,1,1,3,0,0,0,0,4,3,0,2,1,0
560,0,0,0,0,5,3,3,2,1,1,2,2,0,1,0,1,0,1,1,1,5,0,0,0,0,,1,0,2,2,0
561,0,3,1,0,6,2,4,3,1,0,2,2,0,1,0,2,1,1,1,1,0,0,1,0,0,3,2,0,2,3,0
562,0,3,1,0,6,2,0,0,2,0,2,2,5,3,0,1,1,1,1,1,3,3,4,5,2,,5,0,2,2,0
563,0,3,1,0,4,3,3,1,0,0,1,1,5,5,0,1,0,0,1,1,,0,0,0,0,,3,1,,2,0
564,0,3,1,0,7,5,3,3,1,0,2,2,0,4,0,2,,2,1,1,2,2,4,4,2,,5,0,2,1,0
565,1,3,0,0,6,2,0,1,1,0,0,1,2,1,0,2,1,1,1,1,5,2,4,4,2,4,4,0,2,4,0
566,0,3,1,0,5,3,4,3,2,0,2,2,1,2,0,1,1,0,1,1,3,1,3,3,0,0,5,0,2,2,0
567,0,3,0,0,8,2,0,1,2,0,0,1,3,2,0,2,,1,0,1,0,2,3,3,2,,2,0,2,5,0
568,0,0,1,0,5,2,4,3,2,1,2,2,3,5,0,2,3,1,1,1,,0,1,1,1,4,1,0,2,2,1
569,0,0,0,0,2,2,4,3,2,0,2,2,2,4,0,1,1,1,1,1,3,1,2,3,0,5,3,0,2,4,0
570,0,0,0,0,5,2,3,4,1,1,2,2,0,4,0,2,0,1,1,1,0,1,2,2,0,4,5,0,2,2,0
571,0,0,1,0,5,3,3,1,2,1,1,0,3,4,1,1,0,2,1,1,2,0,3,2,0,1,5,0,2,1,0
572,0,0,1,0,3,2,0,1,1,0,0,1,3,2,0,2,1,1,1,1,5,1,4,3,2,1,2,0,2,2,0
573,0,0,1,0,3,3,1,1,1,0,0,1,4,0,0,1,0,1,1,1,5,1,3,4,2,2,4,0,2,1,0
574,0,0,0,0,6,2,0,0,1,0,0,1,5,3,0,2,1,2,0,0,2,3,5,5,1,2,3,0,2,3,0
575,1,0,0,0,0,2,4,3,2,0,1,2,4,5,0,2,,1,1,1,0,1,2,2,0,2,5,0,1,1,1
576,1,0,0,0,4,2,1,0,2,0,2,1,5,4,0,1,1,1,1,1,3,1,3,4,2,5,0,0,2,1,0
577,1,0,0,0,4,2,0,1,1,0,0,1,3,2,0,2,,1,1,1,5,3,4,4,2,3,1,0,2,4,1
578,0,0,0,0,3,3,1,1,0,0,0,1,5,4,0,2,3,1,1,1,3,3,4,4,2,4,5,0,2,3,0
579,0,0,1,0,6,0,4,3,1,0,2,2,1,3,0,0,,1,0,1,0,0,0,0,1,3,2,0,2,4,0
580,0,0,1,0,6,2,0,0,1,0,0,1,3,2,0,2,1,1,1,1,,2,4,3,2,4,5,0,2,2,1
581,0,0,1,0,6,2,4,0,0,0,2,2,2,5,0,2,0,1,1,1,2,1,2,2,2,4,5,0,2,3,0
582,0,0,0,0,4,2,5,1,0,0,1,0,4,3,0,2,1,1,1,1,3,3,4,5,2,1,5,0,2,4,0
583,0,0,1,0,4,5,2,0,1,0,0,1,3,2,0,2,1,1,0,1,4,2,5,5,0,2,0,0,2,3,0
584,0,0,0,0,4,2,3,0,0,0,0,2,5,5,0,1,3,2,1,1,5,0,1,1,1,2,5,0,1,2,0
585,0,0,0,0,3,2,2,1,0,0,0,0,5,4,0,1,1,1,0,1,5,0,3,3,0,3,1,,2,5,1
586,0,0,1,0,5,2,2,0,0,0,0,1,5,2,0,1,1,1,1,1,3,0,3,3,0,2,3,0,2,1,0
587,0,0,0,0,3,2,3,1,1,0,0,1,1,0,0,1,0,0,1,1,4,0,0,1,0,0,2,0,2,3,0
588,0,1,0,0,6,2,0,2,1,1,2,2,0,1,0,2,0,2,1,1,3,0,0,0,0,2,1,0,2,4,0
589,1,0,1,0,7,5,2,0,2,0,2,2,5,2,0,1,1,1,0,1,4,0,3,3,2,1,4,0,2,2,0
590,0,0,1,0,5,4,4,0,0,0,1,2,4,5,0,,0,1,1,1,0,1,2,3,0,4,1,0,2,6,0
591,0,0,1,0,3,2,2,0,1,0,2,1,4,1,0,2,1,1,0,1,5,2,4,4,2,2,0,0,2,2,0
592,0,1,1,0,3,2,2,0,0,0,0,2,4,4,0,2,0,1,1,1,,0,1,1,0,1,3,0,2,3,0
593,0,1,0,0,5,5,3,3,2,1,2,2,0,4,0,2,0,2,1,1,2,1,2,2,0,0,2,0,2,6,0
594,0,1,0,0,7,3,4,3,2,1,1,2,1,3,0,2,0,1,1,1,0,1,2,3,0,,1,0,2,5,0
595,0,1,0,0,3,2,2,0,2,0,2,2,,4,0,1,1,1,1,1,4,1,3,3,0,3,0,0,2,6,0
596,0,1,0,0,5,5,2,0,1,0,2,2,3,1,0,1,0,1,0,1,5,0,3,3,2,1,2,0,2,3,0
597,0,1,0,0,8,4,4,2,1,1,2,2,0,1,0,1,0,1,1,1,0,2,3,3,2,2,0,0,2,6,0
598,1,1,0,0,3,5,4,1,2,0,1,1,5,5,0,2,0,1,1,1,1,1,2,2,0,1,2,1,2,6,1
599,1,1,0,0,8,2,0,1,0,0,0,1,5,3,0,2,,2,1,1,0,2,3,3,2,5,0,0,2,6,1
600,0,1,0,0,8,4,5,1,0,0,0,1,5,2,0,2,1,1,1,1,2,0,4,4,3,0,2,1,2,5,0
601,0,1,0,0,4,2,4,3,0,0,2,2,3,2,0,0,,1,1,1,5,3,4,5,2,2,0,0,2,6,0
602,0,1,1,0,1,2,0,1,1,0,2,1,5,3,0,2,0,1,1,1,2,1,2,3,0,3,2,0,2,3,0
603,0,1,1,0,1,2,5,1,2,0,0,1,5,4,0,2,1,1,1,1,0,1,3,4,2,3,4,1,2,3,0
604,0,1,0,0,3,2,0,2,1,1,2,2,0,3,0,1,,1,1,1,,0,0,1,0,2,2,0,2,5,0
605,0,1,1,0,3,5,5,1,0,0,0,1,5,1,0,2,0,1,1,1,4,2,5,5,3,4,0,0,2,6,0
606,0,1,0,0,8,4,3,2,1,1,2,2,0,,,1,,2,1,1,0,1,3,1,0,5,2,0,2,4,1
607,1,1,0,0,1,2,0,1,2,0,0,1,1,2,0,2,2,2,0,0,,0,5,5,1,,,,,,1
608,0,1,0,1,5,3,2,0,1,0,0,2,1,1,0,2,,1,0,1,1,1,2,2,0,3,0,0,2,6,0
609,0,1,0,0,6,3,5,0,2,0,1,2,3,2,0,2,1,2,0,1,4,2,5,5,0,3,1,0,2,5,0
610,0,1,1,0,5,1,3,0,1,0,2,2,1,1,0,2,1,0,1,1,4,0,1,1,0,3,2,0,2,6,0
611,0,1,1,0,8,4,4,1,1,1,0,1,4,1,0,2,0,2,1,1,2,0,1,1,0,0,3,0,2,6,0
612,0,1,1,1,4,2,2,0,2,0,1,2,5,2,0,2,1,1,0,1,5,0,3,4,1,3,0,0,2,5,0
613,0,1,0,0,5,2,2,1,1,0,0,1,4,2,0,2,3,1,0,1,4,0,4,4,2,3,0,0,2,6,0
614,1,1,0,0,6,0,0,0,2,0,0,2,5,4,0,2,1,1,1,1,1,3,5,4,2,1,3,0,2,4,0
615,1,1,0,0,3,2,5,0,2,0,0,2,2,2,0,2,,1,1,1,,2,5,4,1,2,3,0,2,5,0
616,0,1,1,0,3,2,2,0,2,0,2,2,5,3,0,2,1,1,0,1,4,1,4,4,2,0,2,0,2,5,0
617,0,1,1,0,3,5,2,1,2,0,0,1,4,1,0,2,1,1,0,1,4,0,4,3,2,,1,0,2,2,1
618,0,1,0,0,8,4,2,2,1,1,2,2,,,,,,,0,1,,0,2,1,0,1,2,0,2,4,0
619,0,2,0,0,6,2,2,0,2,0,0,1,4,1,0,2,1,1,0,1,3,0,5,5,1,3,1,0,2,4,0
620,0,1,1,1,8,2,5,1,0,0,0,1,5,3,0,2,1,1,1,1,3,3,4,5,2,0,0,0,2,4,0
621,0,1,1,0,4,2,2,1,1,0,0,1,3,1,0,0,0,1,1,1,0,1,2,3,0,2,5,0,2,5,0
