ID,Fatal_nonfatal,Time_Season,Time_Weekend,Time_TOD,Flight_DE,Flight_DE_Phase,Flight_Conducted_Under,Pilot_Certificate,Pilot_Airplane Rating,Pilot_Other Aircraft Rating,Pilot_Instrument Rating,Pilot_Instructor Rating,Pilot_Flight_Hours_general,Pilot_Age_general,Pilot_Sex_Female,Pilot_Seat Occupied,Pilot_Restraint Used,Second_Pilot_Instructor,AC_Airworthiness_Normal,AC_Landing Gear_Skid,AC_Airframe_general,AC_Seats_general,AC_Max_Gross_Wt_general,AC_Rated Power_Horsepower_general,AC_Engine_MFR,MF_Wind Speed_knots_general,MF_Altimeter_general,MF_Precipitation and Obscuration,MF_Visibility_miles,MF_Temperature_general,Aircraft Fire
622,0,1,1,0,1,0,0,0,0,0,1,2,5,4,0,1,1,1,1,1,,1,2,3,0,,,,,,0
623,0,1,0,0,3,3,0,0,1,0,0,1,5,4,0,1,,1,1,1,,1,4,3,2,3,3,1,,4,0
624,0,1,0,0,5,1,3,4,1,1,2,2,0,1,0,2,0,1,1,1,1,0,0,0,0,0,5,0,2,4,0
625,1,1,0,0,5,2,0,0,1,0,2,2,3,1,0,2,1,1,1,0,,1,1,1,0,2,3,1,2,4,0
626,0,1,0,0,4,2,2,1,2,0,0,1,5,4,0,0,,1,0,1,,0,3,3,0,,,0,2,,0
627,1,1,0,2,5,2,3,4,1,1,2,2,0,2,0,1,1,0,1,1,3,0,1,1,0,1,1,0,2,6,0
628,0,1,0,0,6,2,2,0,1,0,2,2,4,3,,0,0,1,1,1,5,1,3,4,2,,4,0,2,0,0
629,0,1,1,0,8,3,4,1,1,0,2,1,0,1,0,2,0,2,1,1,3,1,2,3,0,4,2,0,2,4,0
630,0,1,1,0,5,2,0,3,2,0,2,2,2,4,0,1,1,1,0,1,0,0,1,0,1,1,4,0,2,6,0
631,0,2,0,0,8,4,5,1,1,0,0,1,4,1,1,2,1,1,1,1,3,2,4,4,2,2,4,0,2,4,0
632,1,2,0,0,8,2,4,1,0,0,1,0,5,3,0,2,1,1,1,1,0,2,3,3,2,2,2,0,2,2,1
633,0,2,0,0,5,2,5,0,2,0,0,2,3,2,0,2,1,0,1,1,1,2,5,4,1,3,0,0,2,2,0
634,0,2,1,0,3,5,5,1,1,0,0,1,4,3,0,1,1,1,1,1,4,1,4,4,2,5,2,0,2,5,0
635,1,2,0,0,4,2,0,1,0,0,0,1,5,4,0,1,1,2,0,0,5,3,5,5,1,4,4,0,2,5,1
636,0,2,1,0,8,2,1,0,1,0,2,2,5,3,0,1,,1,1,1,5,2,3,4,2,3,2,0,2,6,0
637,0,2,0,0,4,2,3,4,1,1,2,2,0,0,0,2,1,2,1,1,3,1,1,1,0,1,2,0,2,6,0
638,0,2,0,0,5,2,3,4,1,1,2,2,0,1,0,2,2,2,1,1,2,1,2,2,0,3,4,0,2,3,0
639,0,2,0,0,5,5,4,0,0,1,1,2,0,5,0,2,0,1,0,1,0,0,0,0,0,,0,0,2,3,1
640,0,2,1,0,4,2,0,0,1,0,2,2,5,4,0,,,1,1,1,1,0,0,0,0,1,5,0,2,4,0
641,0,2,0,1,5,3,0,0,0,0,0,2,4,3,0,2,1,1,1,0,4,2,5,5,2,3,5,0,1,2,0
642,0,2,0,0,4,5,4,3,2,0,2,2,2,5,0,1,1,1,0,1,0,0,1,0,1,1,2,0,1,1,0
643,1,2,0,1,0,2,4,0,0,0,0,2,4,5,0,1,,1,1,1,4,0,3,4,2,5,2,1,2,4,1
644,0,3,0,0,5,0,4,1,1,0,0,1,1,1,0,1,0,0,1,1,0,1,2,2,0,,4,0,2,3,0
645,0,2,0,0,5,5,3,1,2,0,0,1,4,2,0,1,,2,0,1,3,0,4,5,2,1,0,0,2,5,0
646,0,2,0,0,6,3,3,4,1,1,2,2,0,2,0,2,0,2,1,1,2,0,0,0,0,3,0,0,2,2,0
647,0,2,1,0,4,2,2,1,2,0,2,1,4,2,0,2,1,1,1,1,5,2,5,5,1,2,2,0,,2,0
648,0,2,0,1,7,2,2,0,0,0,0,2,5,5,0,2,1,1,0,1,5,2,4,2,2,2,3,0,2,3,0
649,0,2,0,0,6,2,2,1,1,0,0,1,4,3,0,2,1,1,0,1,5,1,4,4,2,1,5,0,2,2,0
650,0,2,1,0,5,5,4,3,1,0,2,2,,4,0,2,2,1,1,1,0,1,2,2,0,5,5,0,2,1,0
651,0,3,1,1,1,4,5,0,2,0,1,2,4,2,0,2,1,1,0,1,5,1,4,4,2,,4,0,1,1,0
652,0,3,1,0,3,3,3,0,0,1,2,2,3,3,0,0,0,1,1,1,3,1,2,2,1,2,5,0,2,2,1
653,0,3,0,0,4,2,4,3,1,0,2,2,2,4,0,2,3,1,1,1,2,1,1,1,1,2,5,0,2,2,0
654,0,3,1,0,5,2,3,0,0,1,1,2,1,2,0,2,3,2,1,1,2,0,0,0,0,2,5,0,2,1,0
655,0,3,0,0,5,0,4,3,2,0,2,2,3,3,0,2,0,1,1,1,1,1,2,2,0,1,5,0,2,2,0
656,0,3,0,0,5,1,3,4,1,1,2,2,0,1,0,2,0,2,1,1,4,0,0,0,0,3,4,0,2,1,0
657,0,3,0,0,5,2,3,0,0,0,0,1,,5,0,2,1,2,1,1,4,3,5,5,2,3,0,0,2,2,0
658,0,3,0,0,7,5,0,0,1,0,2,2,5,2,0,,,1,1,1,2,0,0,0,0,4,4,0,2,3,0
659,1,3,0,1,4,2,0,0,0,0,1,2,2,2,0,2,0,1,1,1,3,0,0,0,0,1,3,0,2,2,0
660,0,3,0,0,5,2,3,1,2,0,0,1,4,2,0,1,0,0,1,1,2,0,0,0,0,3,4,0,2,5,0
661,0,3,0,0,8,4,5,0,1,0,2,2,4,2,0,2,1,1,1,1,5,0,2,4,2,1,4,0,2,1,0
662,0,3,0,0,6,3,3,1,1,0,0,1,4,3,0,1,1,2,1,1,5,3,4,5,2,3,2,0,2,1,0
663,0,3,0,1,5,2,2,0,2,0,2,2,5,4,0,1,0,1,1,1,,0,2,2,0,0,2,0,2,2,0
664,0,3,1,1,4,2,4,3,1,0,2,2,3,3,0,2,0,1,1,1,2,1,2,2,0,2,0,0,2,3,0
665,0,0,1,0,1,2,0,1,2,0,0,1,3,2,0,2,0,1,1,1,2,1,1,3,0,0,1,0,2,2,1
666,1,0,0,0,3,2,1,0,1,0,0,1,5,3,0,1,1,1,1,1,3,1,3,5,2,4,5,1,1,0,0
667,1,3,0,1,0,2,4,3,0,0,1,2,2,3,0,2,,1,1,1,0,2,4,5,1,3,1,0,1,1,1
668,0,3,1,0,3,2,4,3,1,0,2,2,0,2,0,2,0,1,1,1,1,0,0,0,0,2,0,0,2,1,0
669,0,3,0,0,5,4,0,0,0,0,1,2,5,4,0,0,0,1,1,1,1,1,2,2,0,5,0,1,1,3,0
670,0,3,0,0,6,2,3,3,1,0,2,2,0,0,0,2,1,2,1,1,3,0,1,1,0,4,3,0,2,4,0
671,0,3,0,0,4,2,0,1,1,0,0,1,4,2,0,1,0,1,1,0,3,0,2,3,2,1,,0,2,4,0
672,0,3,0,0,8,1,3,0,0,0,0,1,5,2,0,1,0,0,1,1,1,2,5,5,3,2,2,0,1,4,1
673,1,3,0,0,3,2,0,0,2,0,0,2,4,1,0,2,1,1,1,1,4,2,5,5,2,4,4,1,1,4,0
674,0,0,0,0,1,5,0,0,1,0,2,2,5,3,0,0,,1,1,0,4,0,0,5,1,3,2,0,2,5,0
675,0,0,0,0,4,2,2,0,1,0,2,2,4,3,0,2,1,1,1,1,,2,4,4,2,,5,0,2,2,0
676,0,0,0,0,3,2,5,0,1,0,0,2,4,3,0,2,1,1,1,1,4,1,4,3,2,3,2,0,2,5,0
677,0,0,0,0,5,1,3,1,2,0,0,1,5,4,0,1,,0,1,1,4,2,4,3,2,2,3,0,2,3,0
678,0,0,0,0,8,2,0,0,1,0,2,2,3,2,0,0,,1,1,1,1,1,2,3,0,3,4,0,2,5,0
679,0,0,0,0,6,5,4,3,1,0,2,2,0,5,0,2,3,1,1,1,1,0,1,1,0,5,4,0,2,3,0
680,0,0,0,0,4,2,3,3,1,0,0,2,0,3,0,1,1,1,1,1,2,0,1,1,0,,,0,2,3,0
681,0,0,0,0,6,2,0,0,2,0,0,2,3,1,0,2,0,1,1,1,1,1,2,2,0,3,0,0,1,3,0
682,1,0,1,0,3,2,4,3,2,0,2,2,4,4,0,,,1,1,1,,1,3,2,1,4,1,0,2,5,1
683,0,0,0,0,6,5,4,3,2,0,2,2,3,3,0,1,,1,0,1,0,0,1,0,1,5,0,0,2,2,0
684,0,0,0,0,8,2,2,1,1,0,0,1,5,2,0,2,0,1,0,1,3,0,1,4,2,3,2,0,2,4,0
685,1,0,0,0,0,0,4,1,2,0,0,1,4,2,0,2,,1,1,1,3,2,5,4,1,2,0,1,0,2,1
686,0,0,0,0,3,2,2,1,1,0,0,1,3,2,0,2,0,1,0,1,2,0,2,1,0,2,1,0,2,5,0
687,0,0,1,0,2,0,0,1,1,0,0,1,2,2,0,2,1,1,1,1,0,2,3,3,2,3,3,0,2,2,0
688,0,1,0,0,5,2,2,0,1,0,0,2,,1,0,0,1,1,0,1,5,0,3,3,0,4,0,0,2,4,0
689,0,0,0,0,7,2,3,1,0,1,1,0,4,4,0,1,1,0,1,1,3,0,1,1,0,4,0,0,2,3,0
690,0,0,1,0,7,2,3,2,1,1,2,2,0,1,0,2,0,2,1,1,3,0,0,0,0,,5,0,2,2,0
691,0,0,0,0,8,4,0,1,1,0,0,1,4,2,0,1,1,1,1,1,,3,5,5,3,5,0,0,2,6,0
692,0,0,1,0,1,2,2,0,2,0,0,1,5,2,0,2,1,1,1,1,5,2,4,3,2,,1,0,2,2,0
693,1,1,1,0,5,2,0,3,0,1,1,2,4,5,0,2,,1,1,1,0,1,2,2,0,0,3,0,2,4,0
694,0,1,0,0,5,3,4,1,2,0,2,1,2,5,0,2,,1,1,1,4,0,0,0,0,3,0,0,2,5,0
695,0,1,1,0,5,3,0,0,0,0,0,1,5,5,,2,,1,1,1,0,1,2,2,0,5,0,,2,3,0
696,0,1,1,0,8,5,3,0,0,1,1,0,5,5,0,1,0,1,1,1,2,1,1,1,0,1,2,0,2,5,0
697,0,1,1,0,4,2,1,0,1,0,0,1,4,1,0,1,1,1,1,1,5,1,3,4,2,3,2,1,1,3,0
698,0,1,0,0,8,2,2,0,0,0,2,2,,4,0,2,1,1,1,1,5,0,5,5,0,,0,0,2,5,0
699,0,1,0,0,5,2,2,0,1,0,2,2,1,4,0,2,0,1,1,1,2,0,0,0,0,5,0,0,2,5,0
700,0,1,0,0,6,2,2,0,1,0,0,2,1,1,0,2,2,1,1,1,,1,4,3,2,5,0,0,2,6,0
701,0,1,0,0,6,2,2,0,2,0,2,2,3,1,0,2,1,1,0,1,5,0,4,4,2,,3,1,0,2,0
702,0,1,0,0,6,4,2,0,0,0,0,0,5,3,0,1,,1,1,1,5,0,1,1,0,2,1,0,2,5,0
703,0,1,1,0,3,2,2,0,2,0,0,2,4,1,0,2,1,1,1,1,5,2,4,4,2,4,0,0,2,5,0
704,0,1,0,0,4,2,4,0,1,0,2,2,2,3,0,0,0,1,1,1,2,1,2,1,0,5,0,0,2,6,0
705,0,1,1,0,6,3,3,4,1,1,2,2,0,1,0,2,0,0,1,1,4,0,0,0,0,,3,0,2,2,0
706,0,1,0,0,7,5,4,3,2,0,1,2,3,4,0,2,1,1,1,1,,1,2,2,0,0,3,0,2,5,0
707,0,1,0,0,6,2,4,3,2,0,2,2,3,5,0,2,,1,1,1,0,1,2,1,0,,4,0,2,6,0
708,0,1,1,0,6,2,2,0,1,0,0,1,3,2,0,2,,1,1,1,2,1,2,2,0,1,2,0,2,4,1
709,0,1,1,0,1,4,2,0,1,0,0,2,3,1,0,2,0,1,0,1,1,1,2,2,0,0,2,0,2,3,0
710,0,1,1,1,3,2,5,0,0,0,1,2,3,3,0,2,0,1,1,1,2,3,5,5,2,0,2,0,2,4,0
711,0,1,1,0,3,2,2,1,2,0,0,1,3,1,0,2,,1,0,1,1,1,2,1,0,3,1,0,2,5,0
712,0,1,0,0,5,2,3,2,1,1,2,2,0,4,0,2,0,2,1,1,3,0,0,0,0,3,3,0,1,4,0
713,0,1,0,0,3,2,2,1,1,0,0,1,3,1,0,2,1,1,0,1,,1,2,2,0,1,2,0,2,6,0
714,0,1,1,0,1,2,0,1,1,0,0,1,3,3,0,2,0,1,1,1,2,1,2,1,0,2,2,0,2,5,0
715,0,1,0,0,5,3,0,1,1,0,0,1,4,1,0,0,1,1,1,1,1,2,5,5,3,3,4,0,2,4,1
716,0,1,0,0,5,3,4,3,2,1,2,2,2,3,0,1,0,1,0,1,0,0,1,0,0,,3,0,2,5,0
717,0,1,0,0,5,0,3,4,1,1,2,2,0,2,0,1,0,1,1,1,2,1,1,1,0,2,2,0,2,5,0
718,0,1,0,0,8,4,2,2,2,0,2,2,5,3,0,2,0,1,1,1,2,1,2,3,0,1,5,0,2,5,0
719,0,1,1,0,5,1,3,3,2,1,1,2,0,1,0,2,0,2,1,1,2,0,0,0,0,1,4,0,2,2,0
720,0,1,0,0,4,2,0,1,1,0,0,1,3,1,0,2,0,1,1,1,2,1,2,1,0,5,2,0,,5,0
721,0,1,0,0,4,2,3,4,1,1,2,2,0,4,0,2,2,1,0,1,5,1,3,2,0,1,5,0,2,3,0
722,0,1,0,0,4,2,4,0,0,0,1,0,5,5,0,2,2,1,1,1,0,1,2,3,0,2,0,0,2,5,0
723,0,1,0,0,3,2,2,3,2,0,2,2,1,1,0,1,1,1,1,1,5,0,3,2,0,,3,0,1,2,0
724,0,1,0,2,5,5,0,1,1,0,0,1,3,1,0,2,0,1,1,1,1,1,2,2,0,2,2,0,2,3,0
725,0,1,1,0,5,2,3,4,1,1,2,2,0,4,0,2,1,2,1,1,0,0,1,0,0,0,1,0,2,6,0
726,1,1,1,0,2,2,5,1,0,0,0,1,5,3,0,2,1,0,1,1,3,3,5,5,2,2,0,0,2,5,1
727,0,1,0,0,3,2,1,0,2,0,1,0,5,5,0,1,1,1,1,1,,2,3,4,2,,5,0,2,4,0
728,0,1,0,2,6,5,0,0,0,1,0,1,5,3,0,2,1,2,0,0,0,0,5,5,1,,4,0,1,5,0
729,1,2,1,0,6,2,4,1,1,0,0,1,1,1,0,2,1,1,1,1,4,0,1,1,0,5,4,0,2,3,0
730,0,1,0,0,3,2,2,0,1,0,0,2,2,1,0,2,0,1,0,1,3,1,2,3,0,1,,0,2,4,0
731,0,1,0,0,6,3,4,3,2,0,2,2,2,4,0,2,1,1,1,1,5,2,4,3,2,0,4,0,2,4,0
732,0,1,0,0,7,5,3,4,1,1,2,2,0,3,0,2,0,1,1,1,3,0,0,0,0,1,4,0,2,2,0
733,0,1,0,0,8,1,3,3,2,1,2,2,,2,0,1,1,2,1,1,3,0,3,1,0,1,2,0,2,6,0
734,0,1,1,2,4,2,4,1,0,0,0,1,4,4,0,2,0,0,1,1,1,1,2,2,0,,0,0,2,5,0
735,0,2,1,0,4,2,0,0,1,0,0,1,,3,,2,,1,1,1,,0,2,3,2,2,3,0,2,6,0
736,0,1,0,0,5,4,3,4,1,1,2,2,0,1,0,2,0,2,1,1,0,0,0,0,0,2,0,0,2,5,0
737,0,2,1,0,6,3,5,0,1,0,0,2,2,2,0,1,1,2,1,1,4,1,3,4,2,3,1,0,1,4,0
738,0,2,0,0,6,2,3,3,2,1,2,2,3,2,0,2,1,2,1,1,2,0,2,1,1,2,2,,2,0,0
739,0,2,0,0,3,2,2,0,2,0,0,2,,5,0,2,0,1,1,1,,0,3,3,0,0,2,0,1,2,0
740,1,2,1,0,3,2,0,0,0,0,1,2,0,4,,2,,1,1,1,4,3,4,5,2,2,3,0,2,5,1
741,0,2,1,0,1,0,4,1,1,0,2,1,1,3,0,1,0,1,0,1,0,0,1,0,1,1,3,0,2,5,0
742,1,2,0,0,6,2,4,3,2,0,2,2,1,5,0,2,3,1,1,1,2,0,1,1,0,0,5,0,2,3,0
743,0,2,0,0,4,2,4,3,1,0,2,2,0,3,0,0,1,1,0,1,0,0,0,0,1,3,0,0,2,5,0
744,0,2,0,0,5,3,3,4,1,1,0,2,0,2,0,2,0,1,1,1,1,0,0,0,0,3,1,0,2,4,0
745,0,2,1,0,8,3,3,3,2,0,2,2,5,4,0,1,0,2,1,1,2,0,0,0,0,2,0,0,2,6,0
746,0,2,0,0,5,2,4,3,2,1,2,2,4,3,0,1,0,1,0,1,0,0,1,1,1,3,2,0,2,4,0
747,1,2,0,1,0,2,3,0,1,0,2,1,0,1,0,,,1,1,1,3,1,2,2,0,5,3,0,2,4,0
748,0,2,0,0,7,2,3,2,0,0,0,1,5,4,0,1,0,0,1,1,2,0,0,0,0,,1,0,2,3,0
749,0,2,0,0,5,2,5,0,0,0,0,2,4,3,0,2,,2,1,1,3,2,5,5,3,0,1,1,1,3,0
750,0,2,1,0,8,1,3,4,1,1,2,2,0,1,0,2,,2,1,1,3,0,0,0,0,5,3,0,2,2,0
751,0,2,0,1,5,2,3,0,1,0,0,1,4,1,0,2,,2,0,1,2,2,5,5,3,4,4,0,2,2,0
752,0,2,1,0,6,3,0,0,2,0,1,2,0,5,0,1,,1,0,1,,0,5,5,0,1,4,0,2,2,0
753,0,2,1,0,5,5,4,0,0,0,1,2,3,1,0,2,0,1,1,1,1,1,2,2,0,2,3,0,2,2,0
754,0,2,0,0,5,2,2,0,0,0,1,2,5,3,0,,,1,0,1,5,2,4,4,2,2,3,0,1,2,0
755,1,2,0,0,3,2,4,0,0,1,1,2,5,5,0,2,1,1,0,1,,0,0,0,0,2,5,0,2,2,0
756,0,2,0,0,4,0,2,0,2,0,2,2,2,1,0,2,1,1,0,1,4,2,4,4,2,5,5,0,2,2,0
757,0,2,0,0,3,2,0,0,1,0,2,2,5,2,0,2,0,1,1,1,2,1,2,2,0,2,5,1,0,0,0
758,1,2,0,0,3,2,1,1,2,0,0,1,5,5,0,1,0,1,1,1,4,0,3,4,2,3,4,0,2,5,0
759,0,2,0,0,8,2,0,1,0,0,0,1,5,3,0,1,1,1,1,1,0,1,5,5,3,4,0,0,2,3,0
760,0,2,0,0,7,3,0,0,2,0,0,2,4,3,0,2,1,1,1,1,5,1,4,3,2,3,5,0,2,2,0
761,0,3,0,0,1,2,4,3,2,0,0,2,2,5,0,1,1,1,0,1,0,0,0,0,1,0,5,0,2,1,0
762,0,3,0,0,8,3,4,3,2,0,2,2,4,5,0,2,,1,1,1,2,1,2,2,0,3,4,0,2,5,0
763,0,2,0,0,5,3,4,1,0,0,1,0,4,4,0,1,1,1,1,1,3,1,1,1,0,5,3,0,2,1,1
764,1,2,0,0,3,2,0,0,1,0,2,2,4,0,0,2,,1,1,1,2,0,0,0,0,5,1,0,2,3,1
765,0,2,0,0,8,3,0,1,2,0,0,1,4,2,0,0,,1,1,1,,1,2,2,0,3,4,0,1,3,0
766,0,2,0,0,5,1,4,1,1,0,0,1,5,3,0,1,0,2,1,1,0,0,0,0,0,1,4,0,2,1,0
767,0,3,0,0,8,3,5,0,0,0,0,2,5,2,0,2,,1,1,1,,2,5,5,1,2,4,0,2,2,0
768,0,3,0,0,,2,4,0,1,1,0,1,0,1,0,2,,1,1,1,2,1,1,2,0,1,4,0,1,2,0
769,0,3,0,1,1,3,0,0,2,0,0,2,,4,,2,1,1,1,1,,3,5,5,2,1,,,,0,0
770,0,3,0,0,7,5,0,3,2,0,0,2,3,4,0,0,0,1,1,1,0,1,2,2,0,1,0,0,2,0,0
771,0,3,0,0,2,2,3,2,1,1,2,2,0,1,1,2,,2,1,1,4,0,0,0,0,,5,0,2,2,0
772,1,3,0,0,4,2,0,1,1,0,0,1,3,1,0,2,1,1,1,1,4,1,2,3,2,3,5,1,0,0,0
773,0,3,0,0,3,2,1,1,1,0,0,1,4,2,0,1,1,1,1,1,4,1,3,4,2,5,3,0,2,5,0
774,0,3,0,0,5,2,0,1,0,0,0,1,2,1,0,2,0,1,1,1,2,0,0,0,0,5,3,0,2,4,0
775,0,3,1,0,8,2,5,1,0,0,0,1,1,2,0,2,,1,0,1,1,2,5,5,1,1,4,0,2,2,0
776,1,3,0,1,3,2,4,0,2,0,0,2,5,4,0,2,,0,0,1,3,3,5,5,0,3,5,0,2,1,1
777,0,3,0,0,5,2,3,1,0,1,2,0,3,2,0,2,1,2,1,1,1,0,1,1,0,4,0,0,2,2,0
778,1,3,1,0,5,2,0,1,1,0,2,1,5,1,0,1,1,1,1,1,4,1,3,4,2,5,3,0,2,1,0
779,0,3,1,0,8,0,4,0,2,0,0,2,3,3,0,2,0,1,1,1,1,1,2,2,0,5,2,0,2,1,0
780,0,3,0,0,1,5,3,1,1,0,0,1,2,3,0,1,1,0,1,1,2,0,1,1,0,3,3,0,2,4,0
781,0,3,0,0,4,2,4,0,0,0,0,0,3,3,0,2,3,1,0,0,0,1,3,3,1,2,5,0,2,1,0
782,0,3,0,0,4,1,5,1,2,0,0,1,5,5,0,1,1,0,0,1,4,1,4,3,2,3,3,0,2,2,0
783,0,3,0,0,8,2,0,0,1,0,2,2,4,3,0,1,1,1,1,1,3,1,3,4,2,1,0,0,2,1,0
784,1,3,0,0,5,5,4,3,1,1,0,2,0,4,0,2,0,1,1,1,3,1,2,3,0,1,2,0,2,4,0
785,0,0,0,0,8,2,1,0,2,0,0,1,5,1,0,1,,1,1,1,5,1,3,4,2,3,2,0,2,0,0
786,0,3,0,0,8,5,0,0,1,0,2,2,1,0,0,2,0,1,1,1,2,0,0,0,0,2,5,0,2,1,0
787,0,3,0,0,3,2,4,3,2,0,2,2,2,4,0,1,1,1,1,1,0,1,2,2,2,1,5,0,2,0,0
788,0,3,0,0,1,2,0,0,1,0,2,2,0,1,0,1,1,1,1,1,5,1,3,4,2,3,,0,2,5,0
789,0,3,1,2,5,2,0,0,1,0,2,2,4,4,1,2,0,1,1,1,2,1,2,2,0,0,5,0,2,0,1
790,0,3,1,0,7,3,4,1,0,0,1,0,5,5,0,2,0,1,1,0,2,1,2,2,0,,0,1,0,0,0
791,0,0,1,0,5,1,4,1,0,0,1,0,5,4,0,2,1,1,1,1,2,0,1,1,0,2,3,0,2,3,0
792,0,0,0,0,6,3,0,1,0,0,1,1,5,3,0,2,0,1,1,1,1,1,2,2,0,,0,0,2,5,0
793,0,3,0,0,4,2,2,0,1,0,2,2,5,3,0,1,,1,0,1,4,0,3,3,0,0,4,0,2,2,0
794,1,0,0,0,3,2,1,0,1,0,0,2,5,1,0,1,1,1,1,1,3,3,4,5,2,3,2,0,2,0,0
795,0,0,0,0,6,2,0,0,1,0,0,1,1,0,0,2,0,1,1,0,3,0,0,0,0,3,5,0,,3,0
796,0,0,0,0,5,2,4,0,2,0,2,2,5,5,0,1,1,1,1,1,2,0,1,1,0,1,5,0,2,2,0
797,0,0,0,0,8,3,3,1,2,0,0,1,4,1,0,2,0,0,1,1,3,0,0,0,0,2,2,0,2,2,0
798,0,0,1,0,5,2,3,4,1,1,2,2,0,1,0,2,0,2,1,1,2,0,0,0,0,2,2,0,2,1,0
799,0,0,0,0,3,2,0,0,2,0,2,2,5,2,0,2,0,1,1,1,2,1,2,3,0,4,4,0,2,3,0
800,0,0,0,0,4,5,4,0,0,0,1,2,5,4,0,0,,1,0,1,0,0,0,0,1,,4,0,2,2,1
801,0,0,0,0,3,2,1,1,2,0,0,1,4,3,0,1,1,1,1,1,4,0,3,4,2,3,5,0,2,1,0
802,1,0,0,1,5,2,0,0,2,1,0,1,4,1,0,2,1,1,1,1,,1,5,5,3,,0,0,2,0,0
803,0,0,0,0,5,2,4,2,1,1,2,2,,4,0,0,,1,0,1,0,0,0,0,1,3,5,0,2,3,1
804,0,0,0,0,5,2,4,0,1,0,0,2,1,1,0,2,0,1,1,1,4,0,0,0,0,3,3,0,2,2,0
805,0,0,1,0,4,2,3,0,1,0,0,2,1,1,0,2,2,2,0,1,,1,2,3,0,3,1,0,2,2,0
806,0,0,0,0,4,2,4,3,2,0,2,2,1,5,0,1,3,1,1,1,3,0,1,2,0,4,2,0,2,5,0
807,0,1,1,0,6,0,5,0,0,0,0,1,4,2,0,1,2,1,1,1,3,3,5,5,1,2,2,0,2,6,0
808,0,0,1,1,4,2,2,0,0,0,1,2,5,4,0,2,3,1,1,1,3,1,4,4,2,3,0,0,2,6,0
809,1,1,1,0,1,2,2,0,2,0,2,2,3,3,0,0,1,1,0,1,5,0,2,2,0,3,5,0,2,5,0
810,0,0,1,0,3,2,0,0,0,0,0,2,2,2,0,2,0,1,1,1,,0,2,3,2,5,0,,2,4,0
811,0,0,1,0,6,5,0,0,1,0,0,2,4,1,0,1,1,1,0,1,5,0,5,5,0,0,3,0,2,2,0
812,0,0,0,0,1,2,1,0,1,1,0,2,4,2,0,1,1,1,1,1,3,2,3,5,2,,2,0,2,3,0
813,0,1,0,0,4,2,0,1,0,0,0,1,4,2,0,2,1,1,1,1,5,2,4,4,2,5,1,0,2,4,0
814,1,0,0,0,3,2,1,0,2,0,0,1,4,2,0,1,1,1,1,1,5,1,3,4,2,2,3,0,2,6,0
815,0,1,0,0,4,2,1,1,1,0,0,1,2,1,0,2,1,1,1,1,1,1,2,2,0,0,2,0,2,5,0
816,0,1,0,0,8,4,4,3,0,0,1,2,3,4,0,1,1,1,1,1,3,0,1,1,0,3,0,0,2,6,0
817,0,1,1,0,3,2,1,0,1,0,0,2,5,4,0,1,1,1,1,1,3,1,1,5,2,3,3,0,2,5,0
818,0,1,0,0,8,4,0,0,1,0,2,1,,2,0,,,1,1,1,,0,0,0,0,,,,,,0
819,0,1,0,0,3,2,0,1,1,0,0,1,2,0,0,2,1,1,1,1,,2,4,4,2,3,2,0,2,2,0
820,0,1,0,0,7,5,5,0,2,0,0,2,3,2,0,2,1,1,0,1,4,1,4,3,2,1,1,0,2,6,0
821,0,1,0,0,8,2,0,0,1,0,0,2,4,2,0,2,3,1,1,1,,0,0,0,0,,,0,2,4,0
822,0,1,0,0,4,0,4,3,0,1,1,2,4,5,0,0,,1,0,1,0,0,0,0,1,2,4,0,1,2,0
823,1,1,1,0,5,3,0,0,0,0,1,2,5,5,0,1,0,1,1,1,3,0,0,0,0,3,,,2,6,0
824,0,1,0,0,6,2,4,3,0,0,2,2,5,4,0,1,0,1,0,1,0,0,1,1,1,4,2,0,2,6,0
825,1,1,1,0,4,2,4,3,1,0,2,2,4,3,0,2,3,1,1,1,2,2,4,4,2,5,3,0,1,5,0
826,0,1,0,0,4,0,3,0,1,0,2,2,,2,0,1,0,2,1,1,2,0,0,0,0,3,2,0,2,6,0
827,0,1,1,0,4,2,2,1,1,0,0,1,4,1,0,2,1,1,0,1,4,2,4,3,2,2,5,0,2,5,0
828,1,1,0,0,,5,0,0,1,0,0,1,2,2,0,1,1,1,1,0,5,0,3,4,2,1,,0,2,,0
